1,0.39156,0.63399,1.0551,475.55,2
2,0.42571,0.39659,1.8874,446.48,2
3,0.50024,0.49167,1.4332,465.19,2
4,0.29371,0.36468,1.6718,465.85,2
5,0.3296,0.38936,1.5881,464.14,2
6,0.45569,0.44969,1.3579,472.49,2
7,0.39373,0.50941,1.6788,466.49,2
8,0.27823,0.47166,1.871,461.26,2
9,0.20712,0.45531,1.4915,475.94,2
10,0.47351,0.36924,2.0048,446.69,2
11,0.33859,0.63287,1.3714,465.44,2
12,0.49246,0.21801,1.4151,470.5,2
13,0.46772,0.387,1.4115,469.27,2
14,0.23537,0.27553,2.1403,470.74,2
15,0.27202,0.35158,1.4895,476.45,2
16,0.37689,0.22716,1.753,471.71,2
17,0.32133,0.38047,1.746,474.14,2
18,0.27565,0.28827,1.9643,464,2
19,0.28488,0.45641,1.6451,470.74,2
20,0.67324,0.75656,1.0122,472.84,2
